"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\jingc\Documents\8番出口\src\game\gameState.test.ts", "TypeScript", 49, 0, 6, 55
"c:\Users\jingc\Documents\8番出口\src\game\gameState.ts", "TypeScript", 26, 0, 3, 29
"c:\Users\jingc\Documents\8番出口\src\game\tacticalCpu.ts", "TypeScript", 59, 0, 7, 66
"c:\Users\jingc\Documents\8番出口\src\sim\scenario.test.ts", "TypeScript", 72, 0, 18, 90
"Total", "-", 206, 0, 34, 240
